POLITICAL_UNIT,NAME,WGMS_ID,YEAR,HIGHEST_ELEVATION,MEDIAN_ELEVATION,LOWEST_ELEVATION,ELEVATION_UNC,LENGTH,LENGTH_UNC,AREA,AREA_UNC,SURVEY_DATE
AQ,BAHIA DEL DIABLO,2665,2004,630,390,50,0.5,7.6,0.01,,,20040201
AQ,BAHIA DEL DIABLO,2665,2010,630,390,50,0.5,7.6,0.01,14.3,,20100228
AQ,BAHIA DEL DIABLO,2665,2014,630,390,50,0.5,7.6,0.01,12.9,0.23,20140301
AQ,BAHIA DEL DIABLO,2665,2015,630,390,50,0.5,7.6,0.01,12.9,0.23,20150226
AQ,BAHIA DEL DIABLO,2665,2016,630,390,50,1,7.6,0.01,12.9,0.23,20160228
AQ,DAVIES DOME,10404,2006,515,368,124,1,3.43,,4.94,0.01,20069999
AQ,WHISKY GLACIER (IJR-45),10403,2006,520,341,215,1,3.19,,2.4,0.01,20069999
AR,AGUA NEGRA,4532,2000,5208,,4752,5,2.19,0.01,1.21,0.05,20000220
AR,AGUA NEGRA,4532,2006,5208,,4752,5,2.15,0.01,1.13,0.05,20061222
AR,AGUA NEGRA,4532,2010,5208,5015,4753,5,2.12,0.01,1.05,0.05,20100414
AR,AGUA NEGRA,4532,2013,5208,,4754,5,2.05,0.01,1.02,0.05,20130409
AR,AGUA NEGRA,4532,2016,5208,,4760,5,2.02,0.01,0.98,0.05,20160331
AR,ALFA,10453,2010,5590,,4632,10,1.987,0.03,1.0561,0.1,20100323
AR,ALFA,10453,2017,5337,,4615,10,1.722,0.03,0.9691,0.1,20170331
AR,ALTO DEL PLOMO,922,2010,5195,5015,3888,10,8.757,0.03,15.3374,0.1,20100323
AR,ALTO DEL PLOMO,922,2017,5195,,3881,10,8.757,0.03,15.2184,0.1,20170331
AR,AZUFRE,2851,2005,3700,3350,2850,20,3.5,0.05,3.87,,20050125
AR,AZUFRE,2851,2007,3700,3350,2850,50,3.5,0.05,,,20070320
AR,AZUFRE,2851,2009,3700,3350,2850,20,3.5,0.05,,,20050125
AR,AZUFRE,2851,2010,3978,,2973,10,3.455,0.03,3.9396,,20100327
AR,AZUFRE,2851,2016,3978,,3067,10,3,0.03,3.07,,20160319
AR,BAJO DEL PLOMO,10455,2010,5244,,4124,10,7.591,0.03,17.3078,0.1,20100323
AR,BAJO DEL PLOMO,10455,2017,5232,,4124,10,7.468,0.03,16.4262,0.1,20170331
AR,BETA,10454,2010,5800,,4052,10,3.63,0.03,2.2789,0.1,20100323
AR,BETA,10454,2017,5805,,4060,10,3.504,0.03,2.1759,0.1,20170331
AR,BROWN SUPERIOR,3903,2015,5115,5060,4965,5,0.57,0.005,0.1751,0.0001,20150503
AR,CAMISA,3591,2007,5950,5000,3950,50,6.69,0.05,,,20070302
AR,CAMISA,3591,2017,5955,,3934,10,6.6,0.03,22.47,0.1,20170406
AR,CANITO,4529,2009,5155,5039,4865,10,1.618,0.01,0.84,0.01,20090204
AR,CANON HISPANO,3592,2007,5150,5000,3950,50,6.29,0.05,,,20070302
AR,COBRE,10457,2011,3892,,3000,10,4.091,0.03,5.68,,20110408
AR,COBRE,10457,2016,3892,,3451,10,3.815,0.03,5.16,,20160319
AR,CONCONTA NORTE,3902,2015,5125,5050,4950,5,0.52,0.01,0.0704,0.0001,20150506
AR,DE LOS TRES,1675,2000,1960,,1195,5,1.619,0.03,0.9153,0.1,20000113
AR,DE LOS TRES,1675,2005,1960,,1195,5,1.558,0.03,0.9018,0.1,20050218
AR,DE LOS TRES,1675,2011,1960,,1195,5,1.513,0.03,0.8784,0.1,20110220
AR,DE LOS TRES,1675,2013,1960,,1195,5,1.484,0.01,0.8078,0.1,20130412
AR,DE LOS TRES,1675,2015,1960,,1195,5,1.462,0.01,0.8002,0.1,20150114
AR,DE LOS TRES,1675,2018,1960,,1205,10,,,0.753,0.01,20180314
AR,DE LOS TRES,1675,2019,1853,,1228,10,,,0.732,0.01,20190330
AR,GRANDE DEL NEVADO DEL PLOMO,3304,2010,5512,4430,3505,10,8.22,0.03,3.4106,0.1,20100323
AR,GUSSFELDT,2848,2005,5300,4950,4310,20,6.57,0.05,14.67,,20050125
AR,GUSSFELDT,2848,2007,5564,,4384,10,6.346,0.03,12.79,,20070320
AR,GUSSFELDT,2848,2009,5300,4950,4310,20,6.57,0.05,,,20050125
AR,GUSSFELDT,2848,2010,5564,4979,4384,10,6.35,0.03,11.98,,20100327
AR,GUSSFELDT,2848,2013,5564,,4384,10,6.34,0.03,11.27,,20130402
AR,GUSSFELDT,2848,2015,5564,,4384,10,6.34,0.03,11.09,,20150318
AR,GUSSFELDT,2848,2017,5564,,4384,10,6.34,0.03,11.04,,20170306
AR,HORCONES INFERIOR,919,2005,4825,4100,3475,20,12.15,0.05,6.17,,20050125
AR,LOS AMARILLOS,3904,2009,5535,5280,4592,10,1.622,0.01,1.07,0.01,20090204
AR,LOS AMARILLOS,3904,2015,5535,5275,4915,5,1.53,0.01,0.7796,0.0001,20150399
AR,MARMOLEJO,3590,2007,5950,5300,3400,50,9.72,0.05,,,20070302
AR,MARMOLEJO,3590,2017,6083,,3420,10,9.5,0.03,10.75,0.1,20170406
AR,MARTIAL,917,2002,1170,1050,940,10,,,,,20030425
AR,MARTIAL,917,2003,1170,1050,940,10,0.45,10,,,20040414
AR,MARTIAL ESTE,2000,2011,1180,1074,965,10,0.35,0.01,,,20110330
AR,PENON,2850,2005,4100,3650,3180,20,3.1,0.05,4.42,,20050125
AR,PENON,2850,2007,4100,3650,3180,50,3.19,0.05,,,20070320
AR,PENON,2850,2009,4100,3650,3180,20,3.1,0.05,,,20050125
AR,PENON,2850,2010,4063,,3123,10,1.918,0.03,3.54,,20100327
AR,PENON,2850,2016,4063,,3313,10,1.478,0.03,2.79436,,20160319
AR,PILOTO ESTE,3589,2010,4715,4500,4285,10,1.29,0.01,0.54,0.01,20130412
AR,POTRERILLOS,4530,2009,5365,5270,5165,10,0.506,0.01,0.25,0.01,20090204
AR,SALINILLAS,3594,2007,5500,4300,3275,50,6.84,0.05,,,20070302
AR,SAN JOSE,3593,2007,5700,4600,3500,50,5.59,0.05,,,20070302
AR,SAN JOSE,3593,2017,5550,,3253,10,6.9,0.03,9.33,0.1,20170406
AR,TORTOLAS,4531,2010,6055,5710,5300,10,1.652,0.01,2.19,0.01,20100414
AR,TUPUNGATO,4528,2010,6529,5297,4399,10,7.342,0.03,11.61,0.1,20100323
AR,TUPUNGATO,4528,2017,6536,,4423,10,7.281,0.03,11.48,0.1,20170331
AR,TUPUNGATO 01,2852,2005,6600,5300,4380,50,8.07,0.05,,,20060125
AR,TUPUNGATO 01,2852,2007,6600,5300,4380,50,8.06,0.05,,,20070320
AR,TUPUNGATO 01,2852,2009,6600,5300,4380,50,8.06,0.05,,,20070320
AR,TUPUNGATO 02,2853,2005,6100,5100,4600,50,3.34,0.05,,,20070125
AR,TUPUNGATO 02,2853,2007,6100,5100,4600,50,3.34,0.05,,,20070320
AR,TUPUNGATO 02,2853,2009,6100,5100,4600,50,3.34,0.05,,,20070320
AR,TUPUNGATO 03,2854,2005,6400,5650,4650,50,2.99,0.05,,,20080125
AR,TUPUNGATO 03,2854,2007,6400,5650,4625,50,2.99,0.05,,,20070320
AR,TUPUNGATO 03,2854,2009,6400,5650,4625,50,2.99,0.05,,,20070320
AR,TUPUNGATO 04,2855,2005,6450,6050,4800,50,3.28,0.05,,,20090125
AR,TUPUNGATO 04,2855,2007,6450,6050,4775,50,3.28,0.05,,,20070320
AR,TUPUNGATO 04,2855,2009,6450,6050,4775,50,3.28,0.05,,,20070320
AR,VACAS,2849,2005,5400,4700,3730,20,6.08,0.05,18.23,,20050125
AR,VACAS,2849,2007,5478,,3868,10,5.594,0.03,18.41996,,20070320
AR,VACAS,2849,2009,5400,4700,3730,20,6.08,0.05,,,20050125
AR,VACAS,2849,2010,5478,4787,3890,10,5.149,0.03,17.25,,20100327
AR,VACAS,2849,2013,5478,,3896,10,5.082,0.03,17.28,,20130402
AR,VACAS,2849,2015,5478,,3896,10,5.048,0.03,17.03,,20150318
AR,VACAS,2849,2017,5478,,4014,10,5.018,0.03,16.89,,20170306
AT,FURTSCHAGL K.,585,2009,3468,2928,2624,3,,,,,20090923
AT,GRUENAU F.,599,2009,3411,2958,2388,3,,,,,20090923
AT,HINTEREIS F.,491,2001,3722,3054,2429,2,6.942,0.005,8.022,0.02,20011011
AT,HINTEREIS F.,491,2002,3722,3055,2430,2,6.923,0.005,7.861,0.02,20020918
AT,HINTEREIS F.,491,2003,3719,3056,2430,2,6.895,0.005,7.664,0.02,20030926
AT,HINTEREIS F.,491,2004,3716,3057,2431,2,6.891,0.005,7.605,0.02,20041005
AT,HINTEREIS F.,491,2005,3716,3057,2431,2,6.853,0.005,7.51,0.02,20051012
AT,HINTEREIS F.,491,2006,3715,3057,2434,2,6.809,0.005,7.383,0.02,20061008
AT,HINTEREIS F.,491,2007,3715,3058,2443,2,6.736,0.005,7.276,0.02,20071011
AT,HINTEREIS F.,491,2008,3714,3058,2449,2,6.682,0.005,7.148,0.02,20080909
AT,HINTEREIS F.,491,2009,3713,3059,2452,2,6.649,0.005,7.048,0.02,20090930
AT,HINTEREIS F.,491,2010,3712,3060,2454,2,6.575,0.005,6.879,0.02,20101008
AT,HINTEREIS F.,491,2011,3710,3061,2458,2,6.554,0.005,6.782,0.02,20111004
AT,HINTEREIS F.,491,2013,3715,3064,2453,0.1,6.56,0.01,6.659,0.001,20130904
AT,HINTEREIS F.,491,2014,3715,3064,2453,10,6.56,0.05,6.659,0.01,20130904
AT,HINTEREIS F.,491,2018,3739,3072,2460,1,6.4,0.05,6.224,0.001,20189999
AT,HORN K. (ZILLER),589,2009,3217,2819,2119,3,,,,,20090923
AT,KESSELWAND F.,507,2013,3493,3190,2851,0.1,3.58,0.01,3.608,0.001,20130904
AT,KESSELWAND F.,507,2018,3497,3196,2890,1,3.7,0.05,3.549,0.001,20189999
AT,SCHLEGEIS K.,586,2009,3480,2858,2485,3,,,,,20090923
AT,SCHWARZENSTEIN,588,2009,3228,2907,2327,3,,,,,20090923
AT,SULZENAU F.,600,2009,3491,3161,2476,3,,,,,20090923
AT,SULZENAU F. STUBE,1454,2009,3204,2928,2496,3,,,,,20090923
AT,VERNAGT F.,489,2016,3585,3149,2858,5,,,7.155,0.01,20160929
AT,VERNAGT F.,489,2018,3585,3152,2865,5,,,6.898,0.01,20180919
AT,WAXEGG K.,590,2009,3327,2848,2424,3,,,,,20090923
BO,CHACALTAYA,1505,2000,5357,5227,5141,10,0.544,0.01,0.051,,20000926
BO,CHACALTAYA,1505,2001,5357,5227,5141,10,0.539,0.01,0.044,,20010906
BO,CHACALTAYA,1505,2002,5357,5230,5142,10,0.538,0.01,0.042,,20021105
BO,CHACALTAYA,1505,2003,5357,5223,5143,10,0.526,0.01,0.036,,20031002
BO,CHACALTAYA,1505,2004,5352,5228,5168,10,0.446,0.01,0.027,,20040916
BO,CHACALTAYA,1505,2005,5346,5274,5214,10,0.305,0.01,0.01,,20051116
BO,CHACALTAYA,1505,2006,5343,5275,5219,1,0.255,0.005,0.0071922,,20069999
BO,CHACALTAYA,1505,2007,5336,5285,5224,1,0.222,0.005,0.0030829,,20079999
BO,CHACALTAYA,1505,2008,5330,5290,5230,1,0.206,0.005,0.0040429,,20080901
BO,CHARQUINI SUR,2667,2003,5334,5100,4942,10,0.572,0.001,0.3523,,20030901
BO,CHARQUINI SUR,2667,2004,5334,5100,4945,10,0.544,0.001,0.3967,,20040901
BO,CHARQUINI SUR,2667,2005,5334,5100,4965,10,0.544,0.001,0.3819,,20050901
BO,CHARQUINI SUR,2667,2006,5334,5130,5010,1,0.478,0.005,0.3541459,,20060901
BO,CHARQUINI SUR,2667,2007,5334,5140,5020,1,0.46,0.005,0.335922,,20070901
BO,CHARQUINI SUR,2667,2008,5334,5143,5025,1,0.46,0.005,0.33592,,20080901
BO,CHARQUINI SUR,2667,2009,5334,5143,5030,1,0.46,0.005,0.335922,,20090929
BO,CHARQUINI SUR,2667,2010,5334,5143,5030,1,0.46,0.005,0.335922,,20109999
BO,CHARQUINI SUR,2667,2012,5334,5143,5030,1,0.46,0.005,,,20120920
BO,CHARQUINI SUR,2667,2013,5334,5143,5030,1,0.448,0.005,,,20130924
BO,CHARQUINI SUR,2667,2014,5334,5143,,1,,,,,
BO,CHARQUINI SUR,2667,2016,5384,5205,5026,1,0.289,0.1,,,20160817
BO,CHARQUINI SUR,2667,2017,5384,5209,5034,1,0.2821571,0.1,,,20170821
BO,CHARQUINI SUR,2667,2018,5384,5209,5034,1,,,,,20181001
BO,ZONGO,1503,2000,5795,,4843,10,2.95,0.01,1.9667,,20000901
BO,ZONGO,1503,2001,5795,,4842,10,2.938,0.01,1.9517,,20010901
BO,ZONGO,1503,2002,5795,,4843,10,2.933,0.01,1.9477,,20020901
BO,ZONGO,1503,2003,5795,,4842,10,2.915,0.01,1.9301,,20030901
BO,ZONGO,1503,2004,5795,,4843,10,2.88,0.01,1.9192,,20040901
BO,ZONGO,1503,2005,5795,,4844,10,2.875,0.01,1.8857,,20050901
BO,ZONGO,1503,2006,6000,5430,4932,1,2.9,0.005,,,20060901
BO,ZONGO,1503,2007,6000,5450,4915,1,2.2,0.005,1.870738,,20070901
BO,ZONGO,1503,2008,6000,5420,4910,1,2.2,0.005,1.865,,20080901
BO,ZONGO,1503,2009,6000,5420,4915,1,2.75,0.005,1.926129,,20090929
BO,ZONGO,1503,2010,6000,5420,4915,1,2.75,0.005,1.909685,,20100924
BO,ZONGO,1503,2012,6000,5420,4915,1,2.75,0.005,,,20120920
BO,ZONGO,1503,2013,6000,5420,4915,1,2.735,0.005,,,20130918
BO,ZONGO,1503,2014,6000,5420,,1,,,,,
BO,ZONGO,1503,2015,6109,,4939,1,2.7,0.1,,,20150916
BO,ZONGO,1503,2016,6107,5511,4914,1,1.827,0.1,,,20160816
BO,ZONGO,1503,2017,6107,5511,4914,1,1.824805,0.1,,,20170927
BO,ZONGO,1503,2018,6107,5486,4865,1,1.818958,0.1,,,20181003
CA,CASTLE CREEK,3349,2008,2825,2425,1810,5,5.85,0.005,,,20080912
CA,CONRAD,10498,2016,3235,2588,1825,10,7.7,0.1,11.35,0.05,20160912
CA,ILLECILLEWAET,1400,2016,2908,2516,2147,10,4.3,0.1,7.69,0.05,20160912
CA,KOKANEE,23,2016,2805,2586,2220,10,1.4,0.1,1.78,0.05,20160913
CA,NORDIC,10497,2016,2990,2512,2065,10,2,0.1,3.39,0.05,20160912
CA,WHITE,0,2014,1782,,88,10,14,0.25,38.54,0.1,20140710
CA,ZILLMER,10496,2016,2860,2372,1860,10,3.6,0.1,5.43,0.05,20160914
CH,ADLER,3801,2010,4119,3465,2972,1,3.06,0.1,2.243787,,20100929
CH,FINDELEN,389,2006,3911,3284,2550,20,7.4,0.3,,,20070807
CH,FINDELEN,389,2010,3937,3322,2562,1,6.86,0.3,13.08149,,20100929
CH,PIZOL,417,2006,2786,2682,2611,1,0.4,0.02,,,20060905
CH,PIZOL,417,2010,2779,2683,2613,1,0.39,0.02,,,20100901
CH,"PLAINE MORTE, GLACIER DE LA ",4630,2011,2953,2725,2468,1,3.7,0.2,,,20110801
CH,TSANFLEURON,371,2006,2945,2768,2497,5,3,0.2,,,20060901
CL,AMARILLO,3905,2015,5315,5180,5160,5,0.55,0.005,0.1728,0.0001,20150399
CL,GUANACO,3983,2010,5350,5168,4985,10,2.389,,1.762,,20100730
CL,GUANACO,3983,2011,5350,5168,4985,10,,,1.783,,20110730
CL,GUANACO,3983,2012,5350,5168,4985,10,2.355,,1.678,,20120730
CL,GUANACO,3983,2013,5350,5168,4985,10,2.343,,1.695,,20130730
CL,GUANACO,3983,2014,5350,5168,4985,10,2.353,,1.637,,20140730
CN,LAPATE NO.51,842,2000,4049,3640,3400,0.1,1.7,,,,20000901
CN,PARLUNG NO. 94,3987,2006,5635,5348,5061,10,2.9,0.025,,,20060619
CN,PARLUNG NO. 94,3987,2007,5635,5350,5064,10,2.9,0.025,,,20070605
CN,PARLUNG NO. 94,3987,2008,5635,5351,5067,10,2.9,0.025,,,20080728
CN,PARLUNG NO. 94,3987,2009,5635,5353,5070,10,2.9,0.025,,,20090602
CN,PARLUNG NO. 94,3987,2010,5635,5352,5072,10,2.9,0.025,,,20100714
CN,PARLUNG NO. 94,3987,2011,5635,5354,5074,10,2.9,0.025,,,20110711
CN,PARLUNG NO. 94,3987,2012,5635,5355,5076,10,2.9,0.025,,,20120803
CN,PARLUNG NO. 94,3987,2013,5635,5358,5080,10,2.9,0.025,,,20131005
CN,PARLUNG NO. 94,3987,2014,5635,5358,5080,10,2.9,0.025,,,20141002
CN,PARLUNG NO. 94,3987,2015,5635,5358,5080,10,2.9,0.025,,,20150707
CN,PARLUNG NO. 94,3987,2016,5635,5358,5080,10,2.9,0.025,,,20160926
CN,PARLUNG NO. 94,3987,2017,5635,5358,5080,10,2.9,0.025,,,20170903
CN,URUMQI GLACIER NO. 1,853,2001,4486,4040,3736,1,2.2,0.1,1.708,,20010801
CN,URUMQI GLACIER NO. 1,853,2006,4484,4016,3743,10,2,0.001,1.676994,,20060801
CN,URUMQI GLACIER NO. 1,853,2009,4484,4016,3743,10,2.028,0.01,1.644768,,20090801
CN,URUMQI GLACIER NO. 1,853,2012,4482,4066,3787,1,2.075,0.005,1.594,,20120815
CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,2000,4267,3977,3736,0.1,2.18,,1.111,,20000830
CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,2001,4267,3977,3736,1,2.1,0.1,1.101,,20010801
CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,2006,4267,3978,3743,10,2,0.001,1.085993,,20060801
CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,2009,4267,3978,3743,10,2.028,0.01,1.067624,,20090801
CN,URUMQI GLACIER NO. 1 E-BRANCH,1511,2012,4252,4021,3787,1,2.075,0.005,1.021,,20120815
CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,2000,4486,4082,3820,0.1,1.86,,0.622,,20000830
CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,2001,4486,4082,3820,1,1.9,0.1,0.607,,20010801
CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,2006,4484,4087,3845,10,1.8,0.001,0.5910003,,20060801
CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,2009,4484,4087,3845,10,1.714,0.01,0.5771438,,20090801
CN,URUMQI GLACIER NO. 1 W-BRANCH,1512,2012,4482,4121,3883,1,1.816,0.005,0.573,,20120815
CO,ALFOMBRALES,2692,2000,,,4975,0.1,,,,,20000501
CO,CENTRAL,2713,2000,,,4700,0.1,,,,,20001201
CO,CONEJERAS,2721,2000,4900,,4700,0.1,,,,,20001201
CO,CONEJERAS,2721,2008,4900,4804,4670,5,3.3,1.2,,,20081202
CO,CONEJERAS,2721,2009,4900,4834,4710,0.5,1.1,0.0005,0.183982,,20090715
CO,CONEJERAS,2721,2010,4900,4839,4721,0.5,1.1,0.0005,0.220453,,20101203
CO,CONEJERAS,2721,2011,4900,4839,4721,0.5,1.08,0.005,,,20111203
CO,CONEJERAS,2721,2012,4900,4839,4721,0,0.951,0.0005,,,20120613
CO,CONEJERAS,2721,2015,4913,4750,4671,1,0.91,0.01,0.2,0.01,20170122
CO,CONEJERAS,2721,2016,4910,4750,4676,1,0.84,0.01,0.16,0.01,20170122
CO,CONEJERAS,2721,2017,4910,4795,4680,1,0.82,0.01,0.14,0.01,20170122
CO,CONEJERAS,2721,2018,4910,4795,4680,1,0.81,0.01,0.1206,0.01,20180131
CO,EL OSO,2687,2000,,,4910,0.1,,,,,20000501
CO,GUALI,2700,2000,,,5025,0.1,,,,,20000501
CO,LA LISA,2702,2000,,,5100,0.1,,,,,20000501
CO,LAGUNA AZUL,2723,2000,,,4694,0.1,,,,,20001201
CO,MOLINOS,2708,2000,,,5126,0.1,,,,,20000501
CO,NEREIDAS,2709,2000,,,4850,0.1,,,,,20000501
CO,RITACUBA BLANCO,2763,2009,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2010,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2011,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2012,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2013,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2014,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2015,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2016,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2017,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,RITACUBA BLANCO,2763,2018,5330,5029,4820,1,1.36,0.05,0.52,0.25,20161130
CO,TRIDENTE,2711,2000,,,4830,0.1,,,,,20000501
DE,HOELLENTAL,348,2006,2569,2356,2202,0.1,0.81,0.001,0.247,,20061101
DE,SCHNEEFERNER N,346,2006,2798,2635,2558,0.1,0.825,0.01,0.307,,20061101
DE,SCHNEEFERNER S,347,2006,2664,2587,2520,0.1,0.593,0.01,0.084,,20071101
EC,ANTIZANA15ALPHA,1624,2000,5760,5288,4816,10,2.006,0.01,0.3654639,,20010115
EC,ANTIZANA15ALPHA,1624,2001,5760,5295,4830,10,1.979,0.01,0.346139,,20011226
EC,ANTIZANA15ALPHA,1624,2002,5760,5297,4833,10,1.964,0.01,0.322613,,20021226
EC,ANTIZANA15ALPHA,1624,2003,5760,5301,4841,10,1.91,0.01,0.3086161,,20031228
EC,ANTIZANA15ALPHA,1624,2004,5760,5306,4852,10,1.883,0.01,0.300207,,20041227
EC,ANTIZANA15ALPHA,1624,2005,5760,5309,4858,10,1.856,0.01,0.282511,,20051201
EC,ANTIZANA15ALPHA,1624,2006,5760,5305,4850,1,1.846,0.01,0.27686,,20061227
EC,ANTIZANA15ALPHA,1624,2007,5760,5306,4852,1,1.84,0.01,0.271322,,20071228
EC,ANTIZANA15ALPHA,1624,2008,5760,5306,4845,1,1.848,0.01,0.287989,,20090104
EC,ANTIZANA15ALPHA,1624,2009,5760,5310,4860,1,1.857,0.01,0.291596,,20100108
EC,ANTIZANA15ALPHA,1624,2010,5760,5309,4858,1,1.864,0.01,0.293113,,20101228
EC,ANTIZANA15ALPHA,1624,2014,5760,5310,4860,1,1.87,0.01,0.291,0.01,20150108
EC,ANTIZANA15ALPHA,1624,2016,5760,,4860,1,1.86,0.01,0.28,0.01,20161227
EC,ANTIZANA15ALPHA,1624,2017,5760,5309,4858,1,1.86,0.01,0.29,0.01,20180104
ES,ALBA,967,2000,3025,2988,2950,30,0.1,0.1,,,20000901
ES,ANETO,943,2000,3240,3095,2950,30,0.82,0.1,,,20000901
ES,ANETO,943,2004,3270,3150,2930,10,0.7,0.02,,,20041003
ES,ANETO,943,2005,3270,3150,2960,10,0.68,0.02,0.73,,20050831
ES,ANETO,943,2008,3300,3150,2920,1,0.68,0.02,,,20080929
ES,BARRANCS,941,2000,3240,3100,2960,30,0.38,0.1,,,20000901
ES,BARRANCS,941,2004,3310,3250,3000,10,0.51,0.02,,,20041003
ES,BARRANCS,941,2005,3310,3250,3015,10,0.5,0.02,0.08,,20050831
ES,CLOT DE HOUNT,960,2000,3150,3075,3000,30,0.15,0.1,,,20000901
ES,CLOT DE HOUNT,960,2004,3020,2970,2940,10,0.14,0.02,,,20040828
