POLITICAL_UNIT,NAME,WGMS_ID,YEAR,HIGHEST_ELEVATION,MEDIAN_ELEVATION,LOWEST_ELEVATION,ELEVATION_UNC,LENGTH,LENGTH_UNC,AREA,AREA_UNC,SURVEY_DATE
IT,PREDAROSSA,1182,2009,3400,,2625,5,,,,,20090927
IT,QUAIRA BIANCA (VEDR. DELLA) / WEISSKARF.,686,2009,3509,,2605,5,,,,,20090919
IT,RIES OCC. (VEDR. DI) / RIESERF. WESTL.,645,2009,3300,,2610,5,,,,,20090926
IT,RIES OCC. (VEDR. DI) / RIESERF. WESTL.,645,2012,3220,3000,2660,20,,,,,20121004
IT,RIES OR. CENTR. / RIESERF. OESTL. ZENTR.,646,2009,3265,,2535,5,,,,,20090927
IT,ROSIM (VEDR. DI) / ROSIMF.,610,2009,3405,,2940,10,,,,,20090905
IT,ROSSO DESTRO,648,2005,,,2560,10,,,,,20050908
IT,ROSSO DESTRO,648,2009,3285,,2520,10,,,,,20090909
IT,RUTOR,612,2009,3460,,2480,10,,,,,20090905
IT,SCERSCEN INFERIORE,1186,2009,3400,,2645,10,,,,,20091001
IT,SCERSCEN SUP. (LOBO OR.),2511,2009,3600,,2758,5,,,,,20090907
IT,SEA,1299,2009,3020,,2710,10,,,,,20090910
IT,SFORZELLINA,667,2009,3120,,2795,5,,,,,20090820
IT,SISSONE,2506,2009,3100,,2625,5,,,,,20090817
IT,SOCHES TSANTELEINA,1244,2009,3450,,2720,10,,,,,20090828
IT,SURETTA MERID.,2488,2009,2890,,2700,10,,,,,20090920
IT,SURETTA MERID.,2488,2010,2925,,2685,5,0.8,0.1,,,20070799
IT,SURETTA MERID.,2488,2011,2925,,2685,5,0.8,0.1,,,20070799
IT,SURETTA MERID.,2488,2012,2925,2770,2688,5,0.7,0.05,0.16,,20120899
IT,SURETTA MERID.,2488,2017,2908,2774,2688,5,0.462,0.05,0.13295,,20171014
IT,TIMORION,1282,2015,3485,3275,3150,2,0.85,0.0005,0.447,0.01,20150915
IT,TORRENT,2384,2009,3100,,2660,10,,,,,20090815
IT,TOULES,614,2004,,,2661,1,,,,,20040828
IT,TOULES,614,2009,3500,,2679,2,,,,,20090809
IT,TRESERO LINGUA MER.,2537,2005,,,3020,10,,,,,20050924
IT,TRIBOLAZIONE,1274,2009,3870,,2785,10,,,,,20090911
IT,VALLE DEL VENTO,649,2009,3050,,2445,10,,,,,20090910
IT,VALTOURNANCHE,621,2009,3695,,3000,10,,,,,20090819
IT,VENEROCOLO,665,2009,3280,,2570,10,,,,,20090913
IT,VENTINA,629,2005,,,2225,10,,,,,20050917
IT,VENTINA,629,2009,3500,,2230,10,,,,,20090916
IT,VERRA (GRANDE DI),1206,2009,4000,,2614,5,,,,,20090927
KE,LEWIS,695,2010,4871,4804,4651,1,0.58,0.01,0.105,,20100301
KG,ABRAMOV,732,2012,4918,4232,3655,50,7.8,0.3,24.0601,1.2,20120822
KG,ABRAMOV,732,2013,4918,4232,3659,50,7.8,0.3,24.0061,1.2,20130815
KG,ABRAMOV,732,2014,4918,4232,3659,50,,,24.0061,1.2,20140818
KG,ABRAMOV,732,2015,4918,4231,3659,50,,,23.9,1.2,20150827
KG,ABRAMOV,732,2016,4918,4231,3659,50,,,23.9,1.2,20150827
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2005,4450,4175,3930,50,2.4,0.1,,,20059999
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2011,4471,4213,3936,50,2.27,0.227,1.13,0.1,20110820
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2012,4471,4213,3936,50,2.23,0.223,1.13,0.1,20120827
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2013,4471,4215,3941,50,2.21,0.221,1.12,0.1,20130826
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2014,4471,4217,3944,50,2.19,0.219,1.11,0.1,20140829
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2015,4471,4217,3944,50,2.12,0.212,1.11,0.1,20158006
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2016,4471,4217,3944,50,2.12,0.212,1.11,0.1,20160913
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2017,4471,4217,3944,50,2.12,0.212,1.11,0.1,20170915
KG,BATYSH SOOK/SYEK ZAPADNIY,781,2018,4471,4217,3944,50,2.12,0.212,1.01,0.1,20180901
KG,BORDU,829,2016,4706,4227,3860,10,4.61,0.01,4.957,0.001,20160829
KG,BORDU,829,2017,4730,4231,3880,10,4.61,0.01,4.914,0.001,20160829
KG,BORDU,829,2018,4730,4231,3880,10,4.61,0.01,4.914,0.001,20160829
KG,BORDU,829,2019,4730,4231,3880,10,4.61,0.01,4.914,0.001,20170905
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2011,4679,4166,3746,50,4.4,0.2,6.4732,0.05,20110817
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2012,4680,4170,3750,10,4.5,0.2,6.28,0.314,20120729
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2013,4679,4168,3752,10,4.4,0.2,6.42,0.05,20130825
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2014,4680,4170,3760,10,4.4,0.2,6.41,0.32,20140827
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2015,4679,4168,3760,50,,,,,
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2016,4679,4168,3759,50,,,,,
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2017,4679,4168,3759,50,,,6.3828,0.63828,20170909
KG,GLACIER NO. 354 (AKSHIYRAK),3889,2018,4679,4168,3759,50,,,6.3828,0.63828,20180901
KG,GLACIER NO. 599 (KJUNGEI ALA-TOO) ,10402,2015,4300,4034,3738,50,2.1,0.1,1.53,,
KG,GLACIER NO. 599 (KJUNGEI ALA-TOO) ,10402,2016,4300,4015,3738,50,2.1,0.1,1.53,,20160814
KG,GOLUBIN,753,2011,4350,3945,3352,50,4.8,0.1,5.468,0.1,20139999
KG,GOLUBIN,753,2012,4350,3835,3275,50,4.7,0.1,5.466,0.1,20139999
KG,GOLUBIN,753,2013,4350,3795,3338,50,4.7,0.1,5.4516,0.1,20139999
KG,GOLUBIN,753,2014,4350,3825,3301,50,4.7,0.1,5.4472,0.1,20139999
KG,GOLUBIN,753,2015,4350,3837,3325,50,4.7,0.1,5.4436,0.1,20139999
KG,GOLUBIN,753,2016,4350,3825,3325,50,4.7,0.1,5.4436,0.1,20139999
KG,GOLUBIN,753,2017,4350,3925,3325,50,4.7,0.1,5.454,0.1,20139999
KG,GOLUBIN,753,2018,4350,3925,3325,50,4.7,0.1,5.454,0.1,20139999
KG,KARA-BATKAK,813,2015,4829,,3376,10,4,0.05,2.739,0.001,20150726
KG,KARA-BATKAK,813,2016,4829,3924,3275,10,3.21,0.005,2.5,0.001,20160909
KG,KARA-BATKAK,813,2017,4770,3922,3360,10,3.21,0.005,2.467,0.001,20160909
KG,KARA-BATKAK,813,2018,4770,3922,3360,10,3.21,0.005,2.467,0.001,20160909
KG,KARA-BATKAK,813,2019,4770,3922,3360,10,3.21,0.005,2.467,0.001,20160909
KG,SARY TOR (NO.356),805,2015,4800,,3950,25,4,0.1,2.648,0.001,20150705
KG,SARY TOR (NO.356),805,2016,4800,4332,3950,10,4.05,0.01,2.648,0.001,20160828
KG,SARY TOR (NO.356),805,2017,4760,4288,3930,10,4.05,0.01,2.644,0.001,20160828
KG,SARY TOR (NO.356),805,2018,4760,4288,3930,10,4.05,0.01,2.644,0.001,20160828
KG,SARY TOR (NO.356),805,2019,4760,4288,3930,10,4.05,0.01,2.644,0.001,20170905
KZ,TS.TUYUKSUYSKIY,817,2016,4219,3822,3488,10,2.548,0.0005,2.266,0.01,20160825
KZ,TS.TUYUKSUYSKIY,817,2017,4219,3824,3491,10,2.522,0.0005,2.256,0.01,20170825
KZ,TS.TUYUKSUYSKIY,817,2018,4219,3825,3494,10,2.508,0.0005,2.248,0.01,20180831
NO,AALFOTBREEN,317,2010,1368,,890,1,,,3.97,0.1,20100902
NO,AUSTDALSBREEN,321,2009,1747,1495,1200,1,,,10.629,0.1,20091017
NO,BLOMSTOELSKARDSBREEN,3339,2007,1636,,1013,1,,,22.76624,0.2,20070822
NO,BLOMSTOELSKARDSBREEN,3339,2013,1632,1505,1012,1,,,22.4033,0.2,20130920
NO,BREIDABLIKKBREA,2671,2007,1651,,1234,1,,,3.37,0.1,20070822
NO,BREIDABLIKKBREA,2671,2013,1648,1500,1232,1,3.8,,3.22,0.1,20130920
NO,ENGABREEN,298,2008,1574,,89,1,,,38.74,0.2,20080902
NO,FROSTISEN,4505,2001,1377,1244,1144,15,1,0.1,0.34,0.0102,20010820
NO,GRAAFJELLSBREA,1320,2007,1651,,1049,1,,,8.411534,0.1,20080902
NO,GRAAFJELLSBREA,1320,2013,1647,1500,1049,1,5,,8.1,0.1,20130920
NO,GRAASUBREEN,299,2009,2284,2085,1833,1,2.3,,2.12,0.1,20091017
NO,HANSEBREEN,322,2010,1310,1150,927,1,2.5,,2.75,0.1,20100902
NO,HELLSTUGUBREEN,300,2009,2229,,1482,1,,,2.9,0.1,20091017
NO,ILLSTIGBREEN,4506,2006,1861,1474,1290,15,,,0.98,0.0294,20060916
NO,JUVFONNE,3661,2003,1864,1886,1836,10,0.4,0.1,0.15,0.015,20130809
NO,JUVFONNE,3661,2011,1986,,1841,2,0.335,0.07,0.126515,0.0037954,20110917
NO,LANGFJORDJOEKELEN,323,2008,1050,,302,1,4.2,0.05,3.214473,0.1,20080902
NO,MJOELKEDALSBREEN,4508,2003,1937,1741,1384,15,3.28,0.15,3.21,0.0963,20030809
NO,NIGARDSBREEN,290,2009,1952,1627,330,1,9.6,,46.6,0.2,20091017
NO,REINVIKISEN,4507,2001,1099,985,885,15,,,0.13,0.0039,20010820
NO,REMBESDALSKAAKA,2296,2010,1854,1735,1066,1,,,17.264,0.1,20100930
NO,RUNDVASSBREEN,2670,2011,1525,1265,835,1,,,10.93635,0.1,20110918
NO,SAUANUTBREEN,4509,2002,1585,1379,1056,15,,,7.65,0.2295,20020913
NO,STORBREEN,302,2009,2102,1775,1400,1,2.93,0.005,5.14,0.1,20091017
NO,STRUPBREEN,4510,2001,1509,854,481,15,,,9.51,0.2853,20010820
NO,STYGGEBREAN,4504,2003,2415,2034,1665,15,4,0.1,4.92,0.15,20030809
NO,SVARTENUTBREEN,4511,2002,1602,1478,1162,15,,,7.13,0.2139,20020913
NO,SVELGJABREEN,3343,2007,1636,,832,1,,,22.45164,0.2,20070822
NO,SVELGJABREEN,3343,2013,1632,1375,829,1,,,22.35,0.2,20130920
NO,TYSTIGBREEN,4514,2006,1795,1644,1461,15,,,2.77,0.0831,20060916
NO,VINNUFONNA,4513,2003,1690,1465,1169,15,,,1.16,0.0348,20030809
NP,AX010,906,2004,5302,,4968,12,,,,,20041199
NP,MERA,3996,2012,6420,5615,4940,10,4.55,0.05,5.054,0.01,20121125
NP,POKALDE,3997,2011,5660,5580,5430,10,0.47,0.01,0.089,0.001,20110104
NP,RIKHA SAMBA,1516,2007,6229,,5346,12,,,,,20071299
NP,RIKHA SAMBA,1516,2011,6515,5826,5416,5,5.4,0.015,5.7,0.005,20110913
NP,ROLWALING (TRAKARDING),3672,2009,,,4548,0.5,,,,,20090911
NP,THULAGI,1535,2009,,,4084,1,5.38,,,,20090723
NP,WEST CHANGRI NUP,10401,2013,5690,5507,5330,10,1.37,0.05,0.92,0.003,20131129
NP,YALA,912,2003,5642,,5086,12,,,,,20031099
NP,YALA,912,2012,5661,5372,5168,2,1.4,0.015,1.61,0.003,20120508
NZ,ROLLESTON,1538,2010,1900,,1727,5,,,0.11225,,20100305
NZ,ROLLESTON,1538,2011,1900,,1727,5,,,0.1121,,20110312
PE,ARTESONRAJU,3292,2005,5600,5000,4705,10,3.36,0.5,,,20060824
PE,ARTESONRAJU,3292,2010,5600,5070,4700,10,3.448,0.5,,,20101102
PE,ARTESONRAJU,3292,2012,5600,,4720,10,3.28,0.005,,,20120927
PE,ARTESONRAJU,3292,2013,6050,5332,4685,10,3.54,0.0005,5.39,0.01,20130822
PE,ARTESONRAJU,3292,2017,5400,5050,4700,10,3.4,0.0005,3.58,0.01,
PE,BROGGI,220,2000,5000,4845,4725,10,0.464,0.02,,,20000823
PE,BROGGI,220,2001,5000,4852,4727,10,0.457,0.02,,,20011207
PE,BROGGI,220,2003,5000,4856,4730,10,0.443,0.02,,,20031209
PE,BROGGI,220,2004,5000,4867,4734,10,0.421,0.02,,,20041025
PE,GAJAP-YANACARCO,223,2003,5200,5027,4952,10,0.819,0.02,,,20031201
PE,GAJAP-YANACARCO,223,2004,5200,5030,4955,10,0.803,0.02,,,20041018
PE,GAJAP-YANACARCO,223,2005,5200,5033,4958,10,0.789,0.02,,,20050912
PE,PASTORURI,224,2000,5100,5081,5036,10,0.439,0.02,,,20000418
PE,PASTORURI,224,2001,5100,5084,5040,10,0.389,0.02,,,20010831
PE,PASTORURI,224,2003,5100,5087,5051,10,0.362,0.02,,,20031201
PE,PASTORURI,224,2004,5100,5090,5054,10,0.343,0.02,,,20041020
PE,PASTORURI,224,2005,5100,5095,5061,10,0.31,0.02,,,20050914
PE,SHALLAP,3293,2005,5974,4873,4765,10,2.86,0.3,,,20060922
PE,SHULLCON,3294,2002,5600,5161,5001,10,2.34,0.2,,,20021015
PE,SHULLCON,3294,2003,5600,5162,5002,10,2.33,0.2,,,20031024
PE,SHULLCON,3294,2005,5600,5163,5003,10,2.3,0.2,,,20050916
PE,URUASHRAJU,221,2000,5650,4990,4678,10,2.094,,,,20001122
PE,URUASHRAJU,221,2001,5650,4995,4681,10,2.078,,,,20010619
PE,URUASHRAJU,221,2002,5650,4999,4683,10,2.062,,,,20020820
PE,URUASHRAJU,221,2003,5650,5002,4685,10,2.05,,,,20030909
PE,URUASHRAJU,221,2004,5650,5004,4687,10,2.041,,,,20041013
PE,URUASHRAJU,221,2005,5650,5006,4689,10,2.034,,,,20050928
PE,YANAMAREY,226,2000,4950,4811,4702,10,0.929,0.02,,,20001115
PE,YANAMAREY,226,2001,4950,4813,4705,10,0.92,0.02,,,20010622
PE,YANAMAREY,226,2002,4950,4816,4714,10,0.889,0.2,,,20020717
PE,YANAMAREY,226,2003,4950,4820,4719,10,0.861,0.2,,,20030902
PE,YANAMAREY,226,2004,4950,4825,4732,10,0.829,0.2,,,20041006
PE,YANAMAREY,226,2005,5150,4839,4760,10,0.72,0.2,,,20050908
PE,YANAMAREY,226,2010,5150,4875,4666,10,0.813,0.2,,,20101102
PE,YANAMAREY,226,2012,4980,,4690,10,0.76,0.005,,,20121003
PE,YANAMAREY,226,2013,5200,4961,4722,10,1.33,0.0005,0.6,0.01,20130711
PL,MIEGUSZOWIECKIE,903,2001,,,1970,5,,,,,20011002
PL,POD CUBRYNA,902,2001,,,2103,5,,,,,20011003
PL,POD CUBRYNA,902,2005,,,2092,5,,,,,20051011
RU,DJANKUAT,726,2016,3729,3280,2722,1,3.4,0.1,2.688,0.001,20160999
RU,DJANKUAT,726,2019,3670,,2738,1,,,2.301,0.001,20190920
RU,LEVIY AKTRU,794,2019,3984,3293,2603,1,5.64,0.01,5.36,0.02,20190808
SE,HYLLGLACIAEREN,344,2014,1820,,1360,10,2.1,0.05,1.06,0.01,20080901
SE,ISFALLSGLACIAEREN,333,2014,1700,,1250,10,1.9,0.05,1.22,0.01,20080901
SE,KARSOJIETNA,330,2014,1500,,960,10,1.6,0.05,0.94,0.01,20080901
SE,KASKASATJ SE,329,2014,1890,,1440,10,1,0.05,0.49,0.01,20080901
SE,MARMAGLACIAEREN,1461,2014,1740,,1340,10,3.3,0.05,3.36,0.01,20080901
SE,MIKKAJEKNA,338,2014,1825,,1000,10,3.7,0.05,6.87,0.01,20080901
SE,PARTEJEKNA,327,2014,1800,,1100,10,4.8,0.05,9.48,0.01,20080901
SE,PASSUSJIETNA E,331,2014,1630,,1270,10,1.5,0.05,0.89,0.01,20080901
SE,PASSUSJIETNA W,345,2014,1750,,1270,10,2.1,0.05,1.35,0.01,20080901
SE,RABOTS GLACIAER,334,2014,1930,,1090,10,3.7,0.05,3.51,0.01,20080901
SE,RIUKOJIETNA,342,2014,1450,,1130,10,2.3,0.05,3.52,0.01,20080901
SE,RUOPSOKJEKNA,340,2014,1760,,1150,10,3.4,0.05,3.15,0.01,20080901
SE,RUOTESJEKNA,337,2014,1600,,1050,10,3.9,0.05,4.58,0.01,20080901
SE,SALAJEKNA,341,2014,1580,,900,10,8.6,0.05,27.93,0.01,20080901
SE,STORGLACIAEREN,332,2014,1720,,1140,10,3.4,0.05,3.09,0.01,20080901
SE,STOUR RAEITAGLACIAEREN,335,2014,1690,,1270,10,1.9,0.05,1.57,0.01,20080901
SE,SUOTTASJEKNA,336,2014,1800,,1130,10,3.7,0.05,7.25,0.01,20080901
SE,TARFALAGLACIAEREN,326,2014,1710,,1390,10,0.7,0.05,0.96,0.01,20080901
SE,UNNA RAEITA GLACIAEREN,343,2014,1720,,1330,10,1.7,0.05,1.56,0.01,20080901
SE,VARTASJEKNA,339,2014,1800,,1300,10,3.3,0.05,4.23,0.01,20080901
SI,TRIGLAVSKI LEDENIK,3662,2010,2510,2460,2410,1,0.16,0.01,,,20100915
SJ,AUSTRE LOVENBREEN,3812,2008,550,318,86,10,3.901,0.0005,4.558,,20081002
SJ,AUSTRE LOVENBREEN,3812,2009,550,320,89,10,3.867,0.0005,4.544,,20090930
SJ,AUSTRE LOVENBREEN,3812,2010,550,320,91,10,3.802,0.0005,4.532,,20101001
SJ,AUSTRE LOVENBREEN,3812,2011,550,324,97,10,3.772,0.0005,4.511,,20110929
SJ,AUSTRE LOVENBREEN,3812,2012,550,325,100,10,3.761,0.0005,4.498,,20120927
SJ,AUSTRE LOVENBREEN,3812,2013,550,324,99,10,3.73,0.0005,,,20131002
SJ,AUSTRE LOVENBREEN,3812,2014,550,326,101,10,3.702,0.0005,,,20141001
SJ,AUSTRE LOVENBREEN,3812,2015,550,326,103,10,3.7,0.0005,,,20151001
SJ,AUSTRE LOVENBREEN,3812,2016,550,326,102,10,3.69,0.0005,,,20160929
SJ,AUSTRE LOVENBREEN,3812,2017,550,327,104,10,3.69,0.0005,,,20170930
SJ,AUSTRE LOVENBREEN,3812,2018,550,326,103,10,3.8,0.0005,,,20181002
SJ,WERENSKIOLDBREEN,305,2010,750,,40,12,8.75,0.2,,,20100810
SJ,WERENSKIOLDBREEN,305,2012,750,,40,12,8.75,0.002,,,20100810
SJ,WERENSKIOLDBREEN,305,2013,750,,40,12,8.75,0.2,27.11,0.1,20130515
SJ,WERENSKIOLDBREEN,305,2014,750,,40,12,8.75,0.2,27.11,0.1,20140901
SJ,WERENSKIOLDBREEN,305,2015,750,,40,12,8.75,0.2,27.11,0.1,20150920
SJ,WERENSKIOLDBREEN,305,2016,750,,40,12,8.75,0.2,27.11,0.1,20150920
SJ,WERENSKIOLDBREEN,305,2017,750,,40,12,8.75,0.2,27.11,0.1,20170422
SJ,WERENSKIOLDBREEN,305,2018,750,,40,12,8.75,0.2,27.11,0.1,20180421
US,BOULDER,1364,2006,3230,2230,1550,10,3.58,0.02,,,20060804
US,COLUMBIA (2057),76,2006,1750,1600,1450,10,1.56,0.01,,,20060730
US,COLUMBIA (2057),76,2008,1750,1600,1450,10,1.54,0.01,,,20080731
US,COLUMBIA (2057),76,2009,1750,1600,1450,10,1.53,0.01,,,20090904
US,DANIELS,83,2006,2300,2200,1970,10,0.6,0.01,,,20060810
US,DANIELS,83,2008,2300,2200,1970,10,0.6,0.01,,,20080810
US,DANIELS,83,2009,2300,2200,1990,10,0.55,0.01,,,20090816
US,DEMING,1368,2007,3230,2250,1340,10,5.17,0.02,,,20070802
US,EASTON,1367,2006,2900,2200,1700,10,4.04,0.01,,,20060803
US,EASTON,1367,2008,2900,2200,1710,10,3.98,0.01,,,20080803
US,EASTON,1367,2009,2900,2200,1710,10,3.97,0.01,,,20090806
US,FOSS,84,2006,2125,2000,1840,10,0.64,0.01,,,20060811
US,FOSS,84,2008,2125,2000,1840,10,0.54,0.01,,,20090814
US,GULKANA,90,2013,2443,,1198,10,,,16.5,0.2,
US,GULKANA,90,2015,2459,,1217,10,,,16.3,0.2,20150906
US,GULKANA,90,2018,2459,,1217,10,,,15.6,,20189999
US,ICE WORM,82,2006,2100,2010,1900,10,0.48,0.01,,,20061010
US,ICE WORM,82,2008,2100,2010,1900,10,0.48,0.01,,,20080810
US,ICE WORM,82,2009,2100,2010,1900,10,0.46,0.01,,,20090814
US,LEMON CREEK,3334,2006,1400,1100,820,10,5.94,0.05,,,20069999
US,LEMON CREEK,3334,2016,1494,,663,10,6.1,,10.2,0.2,20160828
US,LEMON CREEK,3334,2018,1494,,663,10,6.1,,9.7,,20180902
US,LOWER CURTIS,77,2006,1850,1625,1470,10,0.75,0.01,,,20060610
US,LOWER CURTIS,77,2008,1850,1625,1470,10,0.75,0.01,,,20080808
US,LOWER CURTIS,77,2009,1850,1630,1475,10,0.72,0.01,,,20090807
US,LYMAN,3340,2008,2040,1950,1830,10,0.51,0.01,,,20080810
US,LYNCH,81,2006,2300,2185,1950,10,1.02,0.01,,,20061110
US,LYNCH,81,2008,2300,2185,1950,10,1.02,0.01,,,20080811
US,LYNCH,81,2009,2300,2185,1980,10,0.99,0.01,,,20090815
US,MCCALL,1388,2000,,,1348,3,,,,,20000916
US,RAINBOW,79,2006,2040,1750,1340,10,1.92,0.02,,,20060805
US,RAINBOW,79,2008,2040,1750,1340,10,1.92,0.02,,,20080805
US,RAINBOW,79,2009,2040,1750,1340,10,1.92,0.02,,,20090809
US,SHOLES,3295,2006,1960,1820,1690,10,0.94,0.01,,,20060804
US,SHOLES,3295,2008,1960,1820,1690,10,0.94,0.01,,,20080806
US,SHOLES,3295,2009,1960,1820,1690,10,0.94,0.01,,,20090808
US,SILVER,1665,2004,2705,2405,2106,5,0.925,0.05,,,20041003
US,SOUTH CASCADE,205,2000,2100,1920,1635,5,2,,1.95,,20001005
US,SOUTH CASCADE,205,2001,2150,1920,1632,10,2.7,,2.2,,20010920
US,SOUTH CASCADE,205,2002,2150,1920,1632,10,,,1.92,,20020913
US,SOUTH CASCADE,205,2003,2150,1920,1633,10,,,1.89,,20030913
US,SOUTH CASCADE,205,2004,2150,1920,1633,10,2.6,,2.1,,20040910
US,SOUTH CASCADE,205,2005,2150,1920,1633,10,,,1.75,,20050921
US,SOUTH CASCADE,205,2006,2150,1920,1633,10,,,1.74,,20060928
US,SOUTH CASCADE,205,2007,2150,1920,1633,10,,,1.73,,20070926
US,SOUTH CASCADE,205,2008,2150,1920,1634,10,2.6,,2,,20080916
US,SOUTH CASCADE,205,2009,2150,1920,1634,10,,,2,,20090913
US,SOUTH CASCADE,205,2010,2150,1920,1634,10,,,,,20100914
US,SOUTH CASCADE,205,2013,2165,,1620,1,3,0.002,1.73,,20130914
US,SOUTH CASCADE,205,2014,2165,,1624,1,2.98,0.002,1.68,,20141108
US,SOUTH CASCADE,205,2015,2135,,1626,1,2.4,,1.8,,20151014
US,SOUTH CASCADE,205,2018,2135,,1626,10,,,1.9,,20189999
US,SPERRY,218,2005,2800,2424,2250,10,1.3,,0.9,,20050826
US,SPERRY,218,2007,2793,2434,2261,10,1.23,0.01,0.84,0.01,
US,SPERRY,218,2009,2806,2443,2273,10,1.23,0.01,0.84,0.01,
US,SPERRY,218,2013,2789,2430,2261,10,1.21,0.01,0.82,0.01,
US,SPERRY,218,2015,2789,2430,2261,10,,,0.78,0.01,
US,SQUAK,1366,2006,2940,2250,1750,10,2.9,0.02,,,20060805
US,TAKU,124,2006,2000,1200,0,20,58.1,0.1,,,20069999
US,WOLVERINE,94,2013,1652,,423,10,,,16,,
US,WOLVERINE,94,2014,1672,,436,10,,,16,0.2,20140907
US,WOLVERINE,94,2015,1672,,436,10,6.4,,15.9,0.2,20150815
US,WOLVERINE,94,2016,1672,,436,10,6.3,,15.9,0.2,20160916
US,YAWNING,75,2006,2100,1970,1880,10,0.65,0.01,,,20060908
US,YAWNING,75,2008,2100,1970,1880,10,0.65,0.01,,,20080806
